,Song Name,Artist Name,Artist Popularity,Artist Genres,Artist Followers,Danceability,Energy,Track ID,Loudness,Speechiness,Acousticness,Tempo,Key,Instrumentalness,Lyrics,Popularity,Liveness,Valence,Time Signature List,Duration,Hit
430,Road Rage Warrior '82,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.953,0.542,6EMaWlxoz9ODZ8QYGfhtHf,-6.418,0.0807,0.0606,120.052,0,0.634,,2,0.101,0.672,4,195520,0
431,Battle Extreme - Demo,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.597,0.964,3yQgq55t7PidzBhh1qxuZh,-3.912,0.0827,0.000433,108.975,11,0.103,,2,0.205,0.579,4,216587,0
432,Kaos Reigns - Demo,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.475,0.97,6VhqKnEMJF1bYfs3e9ak8k,-1.548,0.14,0.00592,160.053,1,0.161,,2,0.184,0.334,4,206400,0
433,The Vampire Strikes Back - Demo,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.565,0.994,6OdtFqLozhSTssjwvUkrTr,-3.255,0.0655,0.0144,99.974,11,0.0511,,2,0.288,0.333,4,211173,0
434,Kaltes Herz - Demo,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.522,0.974,5VviIDTsTpbhTqOzmV86oG,-3.631,0.0497,0.0119,103.001,10,0.132,,1,0.241,0.547,4,283347,0
435,Alive In A Glass Cage - Demo,Die Krupps,37,"['dark wave', 'ebm', 'electro-industrial', 'industrial', 'industrial metal', 'industrial rock', 'neue deutsche harte']",18128,0.574,0.989,1Q5IIiQkakdocT4vls7Lub,-2.824,0.0975,0.0305,119.994,10,0.0183,,2,0.0936,0.387,4,258747,0
436,Desire,Meg Myers,55,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",99114,0.617,0.609,2GvtgZIVoPbFrpG659ggUD,-5.345,0.0274,0.00468,131.91,7,0.0906,"Baby, I wanna touch you I wanna breathe into your well See, I gotta hunt you I gotta bring you to my hell Baby, I wanna fuck you I wanna feel you in my bones Boy, I'm gonna love you I'm gonna tear you into your soul  Desire, I'm hungry I hope you feed me how do you want me, how do you want me? ...  *******  ******* ",49,0.109,0.173,4,284333,1
437,Go,Meg Myers,55,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",99114,0.55,0.536,3xBSuN8Db9L1Selumsc5xR,-6.872,0.027,0.0175,143.028,10,0.0106,"I got nothing to hide I got nothing at all You with all of the answers Leave me alone   Talking, talking it hurts I just want to desert What a bitter disaster Leave me alone   Running away, I'm running away Running away, I'm running away Go ...  *******  ******* ",36,0.0982,0.237,4,175387,0
438,Make A Shadow,Meg Myers,55,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",99114,0.727,0.431,4RoOGOBrRCPTD9BXs8jVdN,-7.835,0.0306,0.196,133.999,6,0.000424,"Wide awake, wide awake It all gets so hard Wide awake, wide awake It all gets so hard  Would you take my hand and make a shadow? Would you take my hand and make a shadow?  A little, I want to be a kid again Little, don't tell me this is home.  I'm only only in the only only in the in the shadows! I'm only only in the only only in the in the shadows! My heart is fire! My heart is young! ...  *******  ******* ",38,0.154,0.321,4,262640,0
439,Heart Heart Head,Meg Myers,55,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",99114,0.54,0.292,0ft93Dt7MUQpjqLbVEBN59,-8.229,0.032,0.508,124.831,8,4.75E-06,"I can barely speak Black and white bed sheets I feel the air retreat I know you're here with me.  How do I fake it with another man? How do I love him on the weekend? How do I listen to another man? How do I get off on the weekend?  You're in my heart, in my heart, in my head ...  *******  ******* ",40,0.106,0.135,4,251520,0
440,The Morning After,Meg Myers,55,"['electropop', 'indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",99114,0.684,0.201,3iKsDytbF5RtTPIiGEWY4G,-11.731,0.0356,0.889,122.758,9,1.89E-05,I couldn't sleep last night There were lions and bears tearing you from my side I couldn't sleep last night How you look like my daughter It's burnt in my mind  And I can't feel anything the morning after you And I can't tell anyone the morning after you  I couldn't sleep last night ...  *******  ******* ,39,0.117,0.199,4,201987,0
441,Love,Lana Del Rey,84,"['dance pop', 'pop']",7056254,0.527,0.366,2Kerz9H9IejzeIpjhDJoYG,-10.943,0.0277,0.487,98.994,10,0.0023,"Look at you kids with your vintage music Comin' through satellites while cruisin' You're part of the past, but now you're the future Signals crossing can get confusing  It's enough just to make you feel crazy, crazy, crazy Sometimes, it's enough just to make you feel crazy  You get ready, you get all dressed up To go nowhere in particular Back to work or the coffee shop Doesn't matter cause it's enough To be young and in love  To be young and in love   Look at you kids, you know you're the coolest The world is yours and you can't refuse it Seen so much, you could get the blues But that don't mean that you should abuse it  ...  *******  ******* ",76,0.11,0.234,4,272743,1
442,Lust For Life ,Lana Del Rey,84,"['dance pop', 'pop']",7056254,0.504,0.655,0mt02gJ425Xjm7c3jYkOBn,-8.644,0.0542,0.604,99.982,0,0.00193,"Climb up the H Of the Hollywood sign, yeah In these stolen moments The world is mine  There's nobody here, just us together  Keepin' it hot like July forever  'Cause we're the masters of our own fate We're the captains of our own souls There's no way for us to come today 'Cause boy, we're gold; boy, we're gold And I was like...  Take off, take off Take off all your clothes Take off, take off Take off all your clothes Take off, take off Take off all of your clothes  They say only the good die young That just ain't right 'Cause we're having too much fun Too much fun tonight   And a lust for life, and a lust for life And a lust for life, and a lust for life Keeps us alive, keeps us alive Keeps us alive, keeps us alive And a lust for life, and a lust for life And a lust for life, and a lust for life ...  *******  ******* ",74,0.364,0.262,4,264066,1
443,13 Beaches,Lana Del Rey,84,"['dance pop', 'pop']",7056254,0.333,0.389,3ZKRAzNAsiJrBGUM2BX9av,-9.132,0.0364,0.539,144.204,7,0.0772,"I don't belong in the world, that's what it is Something separates me from other people Everywhere I turn, there's something blocking my escape  It took thirteen beaches to find one empty But finally, it's mine With dripping peaches, I'm camera ready Almost all the time  But I still get lonely And, baby, only then do I let myself recline Can I let go? And let your memory dance In the ballroom of my mind Across the county line  It hurts to love you, but I still love you ...  *******  ******* ",68,0.163,0.25,4,295569,1
444,Cherry,Lana Del Rey,84,"['dance pop', 'pop']",7056254,0.449,0.534,1Ym6aMuT5bliaZMC67AmPp,-9.493,0.0494,0.048,94.261,8,0.0011,"Love... I said real love... Is like feeling no fear When you're standing in the face of danger 'Cause you just want it so much  A touch... From your real love Is like heaven taking the place of something evil And letting it burn off from the rush, yeah, yeah   Darlin', darlin', darlin' I fall to pieces when I'm with you I fall to pieces My cherries and wine Rosemary and thyme ...  *******  ******* ",71,0.384,0.342,3,180902,1
445,White Mustang,Lana Del Rey,84,"['dance pop', 'pop']",7056254,0.658,0.46,6eygbzyL6hY8jFQTARDuo9,-8.646,0.0444,0.456,114.801,6,0.00111,"Packing all my things for the summer Lying on my bed, it's a bummer, 'cause I Didn't call when I got your number But I liked you a lot  Slipping on my dress in soft filters Everybody said you're a killer, but I Couldn't stop the way I was feeling The day your record dropped  The day I saw your white Mustang Your white Mustang The day I saw your white Mustang Your white Mustang ...  *******  ******* ",69,0.0963,0.223,4,164710,1
446,Summer Bummer ,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.76,0.574,5QqyRUZeBE04yJxsD1OC0I,-8.57,0.126,0.0155,134.981,1,2.02E-05,"Hip-hop in the summer Don't be a bummer, babe  White lights and black beaches Miles in between us Is this love or lust or some game on repeat? It's like making me crazy Tell me: Have patience Baby, I need this White lines and black beaches White lights and black beaches And blood red sangrias We traveled for weeks Just to escape your demons But you've got your reasons In making me crazy But you've got your reasons White lights and black beaches  Hip-hop in the summer Don't be a bummer, babe Be my undercover lover, babe ...  *******  ******* ",70,0.199,0.137,4,260672,1
447,Groupie Love ,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.359,0.6,03hqMhmCZiNKMSPmVabPLP,-7.317,0.0398,0.113,175.894,9,1.32E-06,"You're in the bar, playing guitar I'm tryin' not to let the crowd next to me It's so hard sometimes with the star When you have to share him with everybody  You're in the club, living it up I'm tryin' not to let the crowd notice me It's so sweet, swinging to the beat When I know that you're doin' it all for me  And every time you look up I know what you're thinking of I know what you're thinking of  You want my Groupie love Groupie love Groupie love  Time after time, writing my lines ...  *******  ******* ",67,0.0952,0.195,4,264038,1
448,In My Feelings,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.54,0.674,269xqcgGTN9PlivhUkOLhX,-6.351,0.0802,0.0553,89.933,2,0.0608,"I'm smokin' while I'm runnin' on my treadmill But I'm comin' up roses Could it be that I fell for another loser? I'm cryin' while I'm comin' Makin' love while I'm makin' good money Sobbin' in my cup of coffee 'Cause I fell for another loser  Get that cigarette smoke out of my face You've been wastin' my time, while you're takin' what's mine With the things that you're doin' Talk that talk, well, now they all know your name And there's no comin' back from the place that you came Baby, don't do it  'Cause you got me in my feelings  Talkin' in my sleep again  Drown out all our screamin'  Who's doper than this bitch? Who's freer than me? You wanna make the switch? Be my guest, baby ...  *******  ******* ",67,0.112,0.309,4,238719,1
449,Coachella - Woodstock In My Mind,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.535,0.658,5UPHeuDP0AnG830Yf3bJJD,-7.425,0.0998,0.189,129.835,7,4.11E-05,"I was at Coachella, leanin' on your shoulder Watchin' your husband swing in time I guess I was in it, 'cause, baby, for a minute It was Woodstock in my mind In the next mornin', they put out the warnin' Tensions were rising over country lines I turned off the music, tried to sit and use it All of the love that I saw that night  'Cause what about all these children? And what about all their parents? And what about about all their crowns they wear In hair so long like mine? And what about all their wishes wrapped up like garland roses Around their little heads? I said a prayer for a third time  I'd trade it all for a stairway to heaven  I'd take my time for the climb up to the top of it  I'd trade the fame and the fortune and the legend  ...  *******  ******* ",64,0.0683,0.413,4,258398,1
450,God Bless America - And All The Beautiful Women In It,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.374,0.697,7nns9KjsadA1Cx7as2eGNG,-6.544,0.0637,0.411,87.96,9,0.211,"Take me as I am, take me, baby, in stride Only you can save me tonight There's nowhere to run, nowhere to hide You let me in, don't leave me out Or leave me dry  Even when I'm alone, I'm not lonely I hear the sweetest melodies  On the fire escapes of the city Sounds like I am free   God bless America And all the beautiful women in it God bless America And all the beautiful women in it May you stand proud and strong Like Lady Liberty, shining all night long God bless America ...  *******  ******* ",63,0.122,0.244,4,276437,1
451,When The World Was At War We Kept Dancing,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.616,0.605,0dssTLrqY79Klk6jx2RXCj,-7.234,0.0343,0.097,116.031,7,0.00812,"Girls, don't forget your pearls And all of your horses As you make your way across the pond Girls, don't forget your curls And all of your corsets Memorize them in a little song  Shake it up, throw your hands up and get loose Cut a rug, lean into the fuckin' youth Choreo, we just want the fuckin' truth   Is it the end of an era? Is it the end of America? Is it the end of an era? Is it the end of America? No, it's only the beginnin' If we hold on to hope, we'll have our happy endin' When the world was at war before We just kept dancin' When the world was at war before We just kept dancin' ...  *******  ******* ",63,0.165,0.185,4,275617,1
452,Beautiful People Beautiful Problems ,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.509,0.43,3O7p9Itz8PXUoAjD2vmuM6,-8.387,0.0325,0.834,122.919,5,0.000854,"Blue is the color of the planet from the view above Long live our reign, long live our love Green is the planet from the eyes of a turtle dove 'Til it runs red, runs red with blood  We get so tired and we complain 'Bout how it's hard to live It's more than just a video game  But we're just beautiful people With beautiful problems, yeah Beautiful problems, God knows we've got them But we gotta try  Every day and night   ...  *******  ******* ",65,0.0927,0.128,4,253532,1
453,Tomorrow Never Came ,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.297,0.402,6VZwnDUMkAZs36g6v9MVQX,-9.757,0.0346,0.819,138.019,0,0.000181,"""Hey, what you doin'?"" Not a lot Shakin' and movin' at my local spot Baby, don't ask me why, don't ask me why Why, why, why, why, why, why, why  Lay, Lady, lay On that side of a paradise In the Tropic of Cancer 'Cause if I had my way You would always stay And I'd be your tiny dancer, honey  I waited for you In the spot you said to wait In the city, on the park bench In the middle of the pourin' rain 'Cause I adored you I just wanted things to be the same You said to meet me up there tomorrow But tomorrow never came Tomorrow never came ...  *******  ******* ",65,0.109,0.177,4,307540,1
454,Heroin,Lana Del Rey,84,"['dance pop', 'pop']",7056262,0.352,0.41,7lSdUlVf8k6kxklKkskb1m,-8.796,0.0388,0.556,118.721,11,0.0113,"Topanga is hot tonight, the city by the bay Has movie stars and liquor stores and soft decay The rumbling from distant shores sends me to sleep, but The facts of life can sometimes make it hard to dream  Life rocked me like Mötley Grabbed me by the ribbons in my hair Life rocked me ultra-softly Like the heavy metal that you wear  I'm flying to the moon again Dreaming about heroin How it gave you everything and took your life away I put you on an aeroplane Destined for a foreign land I hoped that you'd come back again And tell me everything's okay, ay Babe, yeah  Topanga's hot today, Manson's in the air And all my friends have gone, 'cause they still feel him here ...  *******  ******* ",65,0.114,0.0952,4,355184,1
